,algorithm_name,avg_run_time,comparison_operator,n,repetitions,test_fun,timeouts
1375,(1+2)-EA,30173.0,gt,1550,10,OneMax,0
1376,(1+2)-EA,28265.2,ge,1550,10,OneMax,0
1377,(1+5)-EA,31842.0,gt,1550,10,OneMax,0
1378,(1+5)-EA,28682.5,ge,1550,10,OneMax,0
1379,(1+10)-EA,32156.0,gt,1550,10,OneMax,0
1380,(1+10)-EA,30959.0,ge,1550,10,OneMax,0
1381,RLS,11109.5,gt,1575,10,OneMax,0
1382,RLS,10863.9,ge,1575,10,OneMax,0
1383,(1+1)-EA,30206.8,gt,1575,10,OneMax,0
1384,(1+1)-EA,26161.5,ge,1575,10,OneMax,0
1385,(1+2)-EA,27485.0,gt,1575,10,OneMax,0
1386,(1+2)-EA,31690.8,ge,1575,10,OneMax,0
1387,(1+5)-EA,31351.5,gt,1575,10,OneMax,0
1388,(1+5)-EA,33174.5,ge,1575,10,OneMax,0
1389,(1+10)-EA,31715.0,gt,1575,10,OneMax,0
1390,(1+10)-EA,29553.0,ge,1575,10,OneMax,0
1391,RLS,11250.6,gt,1600,10,OneMax,0
1392,RLS,12166.4,ge,1600,10,OneMax,0
1393,(1+1)-EA,27126.2,gt,1600,10,OneMax,0
1394,(1+1)-EA,27801.6,ge,1600,10,OneMax,0
1395,(1+2)-EA,28419.4,gt,1600,10,OneMax,0
1396,(1+2)-EA,29995.8,ge,1600,10,OneMax,0
1397,(1+5)-EA,31098.5,gt,1600,10,OneMax,0
1398,(1+5)-EA,28840.5,ge,1600,10,OneMax,0
1399,(1+10)-EA,33254.0,gt,1600,10,OneMax,0
1400,(1+10)-EA,31954.0,ge,1600,10,OneMax,0
1401,RLS,12232.5,gt,1625,10,OneMax,0
1402,RLS,11824.9,ge,1625,10,OneMax,0
1403,(1+1)-EA,26355.9,gt,1625,10,OneMax,0
1404,(1+1)-EA,31993.6,ge,1625,10,OneMax,0
1405,(1+2)-EA,28732.6,gt,1625,10,OneMax,0
1406,(1+2)-EA,28912.0,ge,1625,10,OneMax,0
1407,(1+5)-EA,30117.0,gt,1625,10,OneMax,0
1408,(1+5)-EA,27949.0,ge,1625,10,OneMax,0
1409,(1+10)-EA,32764.0,gt,1625,10,OneMax,0
1410,(1+10)-EA,31634.0,ge,1625,10,OneMax,0
1411,RLS,11701.1,gt,1650,10,OneMax,0
1412,RLS,11479.7,ge,1650,10,OneMax,0
1413,(1+1)-EA,29188.3,gt,1650,10,OneMax,0
1414,(1+1)-EA,32032.1,ge,1650,10,OneMax,0
1415,(1+2)-EA,30856.8,gt,1650,10,OneMax,0
1416,(1+2)-EA,30531.8,ge,1650,10,OneMax,0
1417,(1+5)-EA,36034.0,gt,1650,10,OneMax,0
1418,(1+5)-EA,32220.5,ge,1650,10,OneMax,0
1419,(1+10)-EA,33234.0,gt,1650,10,OneMax,0
1420,(1+10)-EA,32181.0,ge,1650,10,OneMax,0
1421,RLS,11655.8,gt,1675,10,OneMax,0
1422,RLS,12299.3,ge,1675,10,OneMax,0
1423,(1+1)-EA,30355.9,gt,1675,10,OneMax,0
1424,(1+1)-EA,30583.9,ge,1675,10,OneMax,0
1425,(1+2)-EA,29674.0,gt,1675,10,OneMax,0
1426,(1+2)-EA,28485.6,ge,1675,10,OneMax,0
1427,(1+5)-EA,33512.0,gt,1675,10,OneMax,0
1428,(1+5)-EA,32017.0,ge,1675,10,OneMax,0
1429,(1+10)-EA,34877.0,gt,1675,10,OneMax,0
1430,(1+10)-EA,31081.0,ge,1675,10,OneMax,0
1431,RLS,13024.4,gt,1700,10,OneMax,0
1432,RLS,13249.2,ge,1700,10,OneMax,0
1433,(1+1)-EA,31210.4,gt,1700,10,OneMax,0
1434,(1+1)-EA,31648.9,ge,1700,10,OneMax,0
1435,(1+2)-EA,34853.4,gt,1700,10,OneMax,0
1436,(1+2)-EA,27176.2,ge,1700,10,OneMax,0
1437,(1+5)-EA,31704.0,gt,1700,10,OneMax,0
1438,(1+5)-EA,32493.0,ge,1700,10,OneMax,0
1439,(1+10)-EA,35558.0,gt,1700,10,OneMax,0
1440,(1+10)-EA,34340.0,ge,1700,10,OneMax,0
1441,RLS,12337.8,gt,1725,10,OneMax,0
1442,RLS,12954.7,ge,1725,10,OneMax,0
1443,(1+1)-EA,32507.8,gt,1725,10,OneMax,0
1444,(1+1)-EA,33796.4,ge,1725,10,OneMax,0
1445,(1+2)-EA,30105.8,gt,1725,10,OneMax,0
1446,(1+2)-EA,31754.8,ge,1725,10,OneMax,0
1447,(1+5)-EA,33795.0,gt,1725,10,OneMax,0
1448,(1+5)-EA,32445.0,ge,1725,10,OneMax,0
1449,(1+10)-EA,32892.0,gt,1725,10,OneMax,0
1450,(1+10)-EA,33077.0,ge,1725,10,OneMax,0
1451,RLS,13568.5,gt,1750,10,OneMax,0
1452,RLS,12312.4,ge,1750,10,OneMax,0
1453,(1+1)-EA,30277.2,gt,1750,10,OneMax,0
1454,(1+1)-EA,32161.4,ge,1750,10,OneMax,0
1455,(1+2)-EA,33155.0,gt,1750,10,OneMax,0
1456,(1+2)-EA,32639.6,ge,1750,10,OneMax,0
1457,(1+5)-EA,30539.0,gt,1750,10,OneMax,0
1458,(1+5)-EA,34842.5,ge,1750,10,OneMax,0
1459,(1+10)-EA,35723.0,gt,1750,10,OneMax,0
1460,(1+10)-EA,32910.0,ge,1750,10,OneMax,0
1461,RLS,13390.6,gt,1775,10,OneMax,0
1462,RLS,12427.9,ge,1775,10,OneMax,0
1463,(1+1)-EA,35806.2,gt,1775,10,OneMax,0
1464,(1+1)-EA,33911.7,ge,1775,10,OneMax,0
1465,(1+2)-EA,30986.6,gt,1775,10,OneMax,0
1466,(1+2)-EA,28879.6,ge,1775,10,OneMax,0
1467,(1+5)-EA,33885.5,gt,1775,10,OneMax,0
1468,(1+5)-EA,34010.0,ge,1775,10,OneMax,0
1469,(1+10)-EA,39283.0,gt,1775,10,OneMax,0
1470,(1+10)-EA,38162.0,ge,1775,10,OneMax,0
1471,RLS,12836.6,gt,1800,10,OneMax,0
1472,RLS,13273.4,ge,1800,10,OneMax,0
1473,(1+1)-EA,33440.9,gt,1800,10,OneMax,0
1474,(1+1)-EA,33482.3,ge,1800,10,OneMax,0
1475,(1+2)-EA,33568.4,gt,1800,10,OneMax,0
1476,(1+2)-EA,30022.2,ge,1800,10,OneMax,0
1477,(1+5)-EA,35156.5,gt,1800,10,OneMax,0
1478,(1+5)-EA,33488.0,ge,1800,10,OneMax,0
1479,(1+10)-EA,38371.0,gt,1800,10,OneMax,0
1480,(1+10)-EA,36948.0,ge,1800,10,OneMax,0
1481,RLS,13278.5,gt,1825,10,OneMax,0
1482,RLS,14815.5,ge,1825,10,OneMax,0
1483,(1+1)-EA,32272.375,gt,1825,10,OneMax,2
1484,(1+1)-EA,30982.375,ge,1825,10,OneMax,2
1485,(1+2)-EA,35351.4,gt,1825,10,OneMax,0
1486,(1+2)-EA,34636.4,ge,1825,10,OneMax,0
1487,(1+5)-EA,34725.5,gt,1825,10,OneMax,0
1488,(1+5)-EA,33998.0,ge,1825,10,OneMax,0
1489,(1+10)-EA,43699.0,gt,1825,10,OneMax,0
1490,(1+10)-EA,44057.0,ge,1825,10,OneMax,0
